Sl no.,Duration (in seconds),AIToolName_1,AIToolName_2,AIToolName_3,AIToolName_4,AIToolName_5,S1_1,S1_2,S1_3,S1_4,S1_5,HM_1,HM_2,HM_3,HM_4,Asp_1,Asp_2,Asp_3,Asp_4,Asp_5,Who,How ,Why,When_1,When_2,When_3,When_4,When_5,PE_1,PE_2,PE_3,PE_4,PE_5,EE_1,EE_2,EE_3,EE_4,AC_1,PA_1,PA_2,PA_3,PA_4,PA_5,PA_6,PA_7,PA_8,PA_9,PA_10,NA_1,NA_2,NA_3,NA_4,NA_5,NA_6,NA_7,NA_8,NA_9,NA_10,AIUse_1,AIUse_2,AIUse_3,AIUse_4,AIUse_5,AIUse_6,AIUse_7,AIUse_8,AIUse_9,AIObj_1,AIObj_2,AIObj_3,AIObj_4,AIObj_5,AIObj_6,AIObj_7,AIObj_8,AC_2,AITask_1,AITask_2,AITask_3,AITask_4,AITask_5,AITask_7,AITask_8,AITask_6,Freq,AIL_1,AIL_2,AIL_3,AIL_4,AIL_5,AIL_6,AIL_7,AIL_8,AC_3,Gender,Age,WrkExp,AIExp,WhoHuman,WhoAgent,WhoBoth,WhoNotSure,HowContinuously,HowDiscretely,HowBoth,HowNotSure,HowNever,WhyPreEmptively,WhyCorrectively,WhyBoth,WhyNotSure,WhyNever,LevelOfAutonomy,PATotal,NATotal,PAScaled,NAScaled
397,1350,chatGPT,,,,,2,2,2,2,2,6,6,6,6,1,,,,,1,2,2,,,,1,,4,4,4,4,6,6,6,6,6,1,90,59,49,56,40,49,59,56,81,56,0,0,19,1,0,0,3,0,0,0,4,5,5,5,5,5,5,5,3,3,2,3,4,4,6,4,5,7,,,,,1,,,,3,3,4,4,4,6,4,3,4,1,2,38,22,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,595,23,4.17,0.16
398,864,Chatgpt,,,,,5,5,5,6,7,6,5,5,6,,1,1,1,,3,1,3,,,1,,,5,3,5,3,6,5,5,7,5,1,69,42,42,73,37,39,38,75,60,42,18,20,22,23,23,18,5,24,25,24,5,5,5,5,7,5,6,6,6,2,2,3,3,2,5,4,5,7,,,1,1,1,,1,,3,6,6,5,7,6,5,6,3,1,2,33,16,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,517,202,3.62,1.41
399,584,ChatGPT,,,,,2,3,3,3,2,6,6,5,5,1,,,1,,1,2,3,1,,,,,4,4,5,3,5,5,5,5,4,1,60,40,20,61,30,20,40,50,75,60,5,0,10,0,0,0,0,0,0,0,5,4,4,4,3,3,4,5,5,3,3,3,5,4,4,3,4,7,,,,,1,,,,6,4,4,5,5,5,5,5,6,1,2,50,33,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,456,15,3.19,0.11
400,794,ChatGPT,Grammarly,,,,3,4,3,3,5,6,6,6,5,,,1,1,,3,4,3,,,1,,,5,4,5,7,6,5,5,6,5,1,80,80,40,66,39,61,90,70,59,71,11,10,84,20,4,4,52,68,62,50,4,5,3,5,6,6,5,6,6,2,2,3,5,5,3,3,3,7,,,,,,1,,,3,4,4,5,5,6,5,5,5,1,1,38,20,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,656,365,4.59,2.56
401,840,ChatGPT,Badd,Globant,,,5,3,5,5,4,6,6,5,6,1,,,1,,1,2,3,1,1,,,,6,6,6,5,6,7,6,7,5,1,87,97,87,85,64,77,85,80,86,92,24,16,64,77,0,40,52,60,39,55,4,5,5,5,5,4,5,6,4,4,3,3,2,3,2,3,2,7,1,,,,1,1,,,1,5,6,6,7,6,6,4,5,1,2,29,6,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,840,427,5.88,2.99
402,1151,Chat gpt,,,,,1,2,1,2,5,5,5,4,6,,,,,1,3,1,1,,,,1,,5,5,5,5,6,5,6,6,5,1,90,66,24,79,54,78,73,77,81,81,1,1,27,0,0,2,11,0,0,0,5,6,5,5,5,5,6,6,5,3,2,2,2,2,2,2,5,7,,,,,1,1,,1,5,5,6,6,6,6,2,5,5,1,1,48,11,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,703,42,4.92,0.29
403,702,ChatGPT,,,,,2,4,2,4,4,4,5,4,6,1,1,1,1,,1,1,3,1,1,1,,,7,7,6,6,6,7,7,7,6,1,83,43,56,65,53,85,80,81,85,77,0,0,8,0,0,0,0,0,0,0,6,6,7,5,5,5,6,6,6,2,2,1,1,3,2,2,3,7,1,1,,,,1,1,,5,6,6,6,6,7,5,5,6,1,2,52,30,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,708,8,4.96,0.06
404,598,Google bard,,,,,4,4,4,4,4,5,5,5,5,1,1,,1,,1,1,4,,,,1,,4,3,3,3,5,5,5,5,5,1,38,45,46,48,48,47,47,44,46,47,27,27,27,27,27,26,26,26,23,24,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,4,7,,,,,,1,,,1,5,5,5,5,5,5,5,5,1,2,40,12,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,456,260,3.19,1.82
405,740,ChatGPT,Co-Pilot,Firolauss AI,,,4,3,2,3,3,5,5,5,5,1,,,1,,3,3,3,,,,,1,5,4,5,4,6,6,6,6,6,1,74,78,73,74,64,75,73,73,74,74,0,0,14,5,0,0,0,0,0,0,6,5,6,5,6,6,6,6,5,2,3,2,2,2,2,3,3,7,,,,,1,1,,,1,6,6,6,6,7,5,6,6,1,2,41,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,732,19,5.12,0.13
406,1076,ChatGPT,,,,,5,5,5,4,5,5,6,5,6,1,1,1,1,,1,1,1,,1,1,,,4,4,4,5,5,5,5,4,4,1,45,53,53,45,54,57,62,61,64,19,0,0,0,0,0,0,0,0,0,0,5,5,4,5,5,5,6,4,5,4,6,4,5,4,4,4,5,7,1,1,,,,1,,,1,4,5,5,4,5,4,4,5,1,2,30,7,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,513,0,3.59,0
407,1091,openAI,,,,,3,3,2,3,2,3,3,3,5,,,1,1,,1,1,2,,,1,,,5,5,5,5,5,6,6,6,6,1,80,56,20,76,47,22,75,54,70,37,0,0,0,0,0,0,0,5,2,0,6,6,6,6,3,6,6,6,6,2,2,2,2,2,2,2,3,7,,1,,1,,,1,,3,4,5,5,5,6,6,5,5,1,2,37,15,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,537,7,3.76,0.05
408,1274,Chat GPT,Gemini,Copilot ,,,6,6,5,7,6,3,4,3,4,1,,,1,,4,4,4,,,1,,,2,3,3,2,5,6,6,6,5,1,90,60,11,80,10,40,60,40,80,40,2,1,2,2,1,1,1,1,1,1,2,5,3,2,5,5,5,7,7,4,3,3,5,3,5,3,5,7,,,,,1,1,,,3,5,5,4,4,6,4,5,5,1,2,40,22,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,511,13,3.58,0.09
409,1062,Chat GPT,Canva,,,,2,3,2,4,2,4,5,4,5,1,,,1,,4,4,1,,,,1,,4,4,6,5,6,6,6,6,6,1,19,3,3,14,3,3,3,6,16,3,4,2,3,3,1,0,0,0,0,0,2,4,4,2,2,2,3,2,2,2,1,1,5,1,1,1,1,7,,,,,1,1,1,,3,2,2,4,6,6,1,2,1,1,1,34,15,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,73,13,0.51,0.09
410,1057,Punchline,,,,,2,4,2,4,3,3,4,3,5,1,1,1,,,1,2,1,1,,,,,5,5,4,3,5,5,5,5,4,1,60,24,39,20,16,28,39,20,19,18,16,9,10,8,7,8,9,9,8,8,3,2,4,2,3,4,3,3,2,4,4,4,3,3,3,4,4,7,,1,,,,1,,,4,4,4,4,6,5,5,5,6,1,2,32,13,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,283,92,1.98,0.64
411,973,Keyword Insights,Grammarly,,,,3,5,3,5,4,5,5,4,5,1,1,1,1,,3,2,1,,,1,,,3,3,4,3,4,6,6,5,6,1,51,46,32,46,21,38,32,39,51,28,16,15,0,4,0,14,0,6,0,3,4,3,3,5,6,6,6,6,5,4,3,5,3,5,4,4,5,7,,,,,1,,,,3,6,5,5,5,5,6,6,6,1,1,30,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,384,58,2.69,0.41
412,1452,ChatGPT,,,,,1,4,1,4,4,7,7,7,7,1,1,,1,,1,1,3,,,,1,,2,2,5,2,7,6,6,6,6,1,100,100,0,100,62,94,100,100,90,100,23,0,0,20,0,0,0,0,0,20,2,6,1,5,6,5,5,6,3,1,4,2,5,1,1,1,1,7,,,,,1,1,,,1,5,4,5,5,5,5,5,5,1,2,39,10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,846,63,5.92,0.44
413,1401,chat gpt,,,,,1,4,1,3,2,5,5,5,5,,,,1,,4,1,1,,,,,1,5,4,4,4,5,6,5,6,6,1,72,31,31,49,50,49,61,62,50,50,0,0,18,0,0,0,0,0,0,0,4,5,5,1,1,1,3,3,3,2,3,2,2,2,4,2,5,7,,,,1,,1,,,5,5,5,5,5,6,3,3,5,1,1,24,7,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,505,18,3.54,0.13
414,1059,ChatGPT,Gemini,DeepAI,AI PIcasso,,4,5,4,3,5,6,6,6,6,1,1,,1,,1,1,3,,,1,,,5,4,5,4,5,5,5,5,4,1,99,75,50,100,50,75,100,75,100,75,0,0,50,0,0,0,0,25,0,0,3,7,6,1,5,5,5,5,5,4,4,4,5,5,4,4,5,7,,,,,1,1,,,5,5,5,5,5,5,5,5,5,1,2,53,36,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,799,75,5.59,0.53
415,1503,Customer Relationship Management (CRM) Systems,Visual Search,Loss Prevention,Sentiment Analysis,Predictive Analytics,6,6,6,6,6,6,6,6,6,1,,1,,,1,1,2,,,1,,,6,5,5,5,5,6,4,5,5,1,75,62,77,51,76,66,72,50,65,84,19,21,12,25,18,15,25,14,14,17,6,6,7,6,6,6,5,6,6,3,3,2,3,3,5,3,6,7,,,,1,,,1,,1,6,6,5,5,5,6,6,6,1,1,25,4,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,678,180,4.75,1.26
416,702,Grmmarly,ChatGTP,Adaptive learning,,,5,6,2,6,7,4,7,5,7,1,1,1,1,,3,1,3,,1,,,,7,7,7,7,7,5,6,6,5,1,90,80,100,80,95,94,100,100,100,80,0,0,5,5,0,0,4,2,2,2,7,7,7,6,6,6,6,6,6,1,1,1,1,1,1,1,1,7,1,1,,,1,1,1,,3,6,6,6,6,7,6,5,7,1,1,39,16,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,919,20,6.43,0.14
417,1087,Virtual Assistance,chatbots,Document Automation,Collaboration Tools,Personalized learning platforms,6,6,5,7,7,7,6,7,6,,1,,1,,1,2,3,,1,,,,6,7,6,6,7,6,7,7,7,1,80,77,66,83,76,75,86,90,81,83,13,7,6,12,4,3,12,9,9,4,6,7,7,7,6,6,6,6,7,1,1,1,2,1,2,2,1,7,,,,,,1,,,1,6,7,6,6,6,7,6,6,1,2,69,10,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,797,79,5.58,0.55
418,1187,ChatGPT,Bing,Claude,,,3,4,4,3,3,5,5,5,5,1,1,1,1,,3,3,3,,,1,,,7,7,7,7,6,6,7,6,6,1,100,100,100,100,75,94,93,86,98,89,9,9,16,9,3,5,9,12,13,7,6,6,6,6,6,6,5,5,6,3,3,3,3,2,3,2,5,7,,,,,1,,,,4,6,5,4,5,6,4,5,4,1,2,58,43,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,935,92,6.55,0.64
419,1204,ChatGPT,,,,,3,5,4,4,6,5,5,5,5,1,,1,1,,3,2,3,,,1,,,3,2,3,1,5,5,4,5,5,1,65,48,33,48,14,17,27,25,33,50,25,22,22,20,20,20,22,16,20,20,3,3,2,5,5,5,5,5,5,2,2,3,6,3,3,2,5,7,,1,,1,,,,,4,5,5,6,6,6,4,5,6,1,2,39,7,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,360,207,2.52,1.45
420,353,ChatGPT,Google Bard,perplexity,,,5,6,7,6,6,5,6,6,5,,1,,,,3,3,2,1,1,1,,,7,5,6,6,6,7,6,6,5,1,48,72,60,93,81,59,96,60,85,58,17,10,11,2,5,7,5,2,5,4,5,6,6,5,6,4,5,6,7,5,6,5,4,7,5,6,5,7,1,1,,,1,1,,,1,7,7,6,5,5,7,7,6,1,2,30,5,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,712,68,4.98,0.48
421,2229,ChatGPT,EpicFlow (AI ASSISTED),,,,5,4,5,5,5,5,5,5,5,1,1,1,1,,1,1,1,,,1,,,5,5,5,5,6,7,6,7,6,1,85,70,74,73,60,58,62,61,68,76,4,0,20,16,3,16,0,15,0,0,4,5,5,5,5,5,5,5,5,2,2,2,6,2,2,2,2,7,1,1,1,,1,,1,,3,5,6,6,6,6,6,6,5,1,2,26,9,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,687,74,4.81,0.52
422,1266,Chatbot,,,,,6,6,6,6,6,7,6,7,7,1,,1,,,1,1,1,1,,,,,6,6,6,7,6,6,6,7,7,1,90,71,78,72,69,73,69,82,68,79,2,6,8,4,2,3,1,1,2,1,6,7,7,6,6,6,6,6,6,1,1,2,1,2,2,1,1,7,1,1,,1,,,1,,3,6,7,7,6,6,6,6,7,1,2,28,10,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,751,30,5.26,0.21
423,1227,ChatGPT,,,,,2,4,2,2,4,5,5,5,5,1,1,,1,,3,3,3,,,1,,,6,6,6,4,5,5,5,5,5,1,100,41,19,39,17,96,80,42,79,80,22,3,0,0,0,0,0,21,0,0,5,5,5,4,5,6,5,5,5,2,2,3,3,3,4,2,5,7,,,,,1,1,,,5,3,5,3,5,5,5,5,5,1,1,39,13,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,593,46,4.15,0.32
424,298,ChatGPT,Canva - images,,,,4,3,4,3,4,6,6,6,6,1,,,1,,1,4,3,1,,1,,,4,4,5,4,6,6,6,7,6,1,100,81,81,100,64,60,80,79,79,99,5,4,5,5,4,5,4,6,4,7,5,6,6,6,6,6,6,6,5,1,1,2,2,2,2,2,2,7,,,,1,1,1,,,3,4,5,6,5,7,5,5,5,1,1,44,20,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,823,49,5.76,0.34
425,2445,chatgpt,,,,,3,4,5,4,4,5,5,5,5,,,1,1,,1,1,3,,,,1,,6,6,6,6,6,6,6,6,6,1,80,20,20,33,20,59,41,60,79,34,3,3,3,3,3,3,3,3,3,3,6,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,5,7,,,,,,1,,,3,5,5,5,5,6,5,5,6,1,2,50,26,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,446,30,3.12,0.21
426,1621,ChatGPT,Grammarly,,,,3,5,6,6,5,6,5,6,6,1,1,1,1,,3,2,3,,,1,,,5,3,6,5,4,5,6,5,5,1,85,55,64,80,39,70,60,80,55,41,20,11,73,66,32,21,35,31,40,40,5,4,3,3,5,4,5,4,3,5,4,2,5,2,4,3,3,7,1,,,1,1,1,1,,1,5,5,6,5,5,6,4,6,1,2,40,26,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,629,369,4.4,2.58
427,1798,CHATGPT,,,,,5,5,5,6,6,7,7,6,6,1,,,1,,3,3,3,,,1,,,4,5,6,6,6,7,6,7,7,1,84,82,77,87,51,49,85,75,87,86,14,8,8,27,4,5,7,26,6,17,5,7,6,6,6,7,3,7,5,3,2,1,2,2,2,2,2,7,1,1,,1,,,,,3,5,5,3,6,6,2,2,2,1,1,,50,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,763,122,5.34,0.85
428,2045,Chat GPT,,,,,4,5,3,5,4,6,6,6,5,,,,1,,3,2,3,,,1,,,5,5,6,6,6,5,5,5,5,1,82,78,56,81,24,81,72,65,80,72,17,15,22,18,6,8,18,20,15,16,5,6,6,5,5,5,5,6,5,3,3,3,5,3,4,3,4,7,,,,1,1,1,,,3,4,4,5,5,6,5,5,5,1,1,52,34,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,691,155,4.84,1.09
429,1843,ChatGPT,Grammarly,Salesforce Einstein,,,5,5,2,5,6,7,7,7,7,1,1,1,1,,1,1,1,1,1,,,,6,6,6,5,6,6,6,7,6,1,80,63,52,52,20,45,22,51,34,56,4,4,5,2,1,2,4,2,2,4,5,6,7,6,5,5,6,5,6,5,6,7,7,6,6,7,6,5,1,1,,1,,1,,,1,6,6,7,6,7,7,6,6,1,2,38,20,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,475,30,3.33,0.21
430,1959,Chat GPT,,,,,4,4,4,4,4,6,6,5,6,,,,1,,3,3,3,,,,,1,3,4,3,3,5,6,5,6,6,1,62,56,52,64,48,44,64,70,59,60,6,2,2,4,0,4,3,4,4,5,6,6,6,5,5,5,6,5,5,2,2,1,1,2,2,1,3,7,,1,,,1,,,,3,6,6,6,6,6,6,5,6,1,2,30,6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,579,34,4.05,0.24
431,1674,ChatCPT,,,,,4,5,4,4,4,4,5,4,5,1,1,,,,1,1,3,,,,1,,4,4,4,5,5,6,5,5,5,1,53,49,54,52,53,75,52,53,77,79,23,24,23,23,17,22,23,20,22,20,6,6,4,4,5,4,5,5,5,4,2,2,2,3,4,2,4,7,,1,,1,,,,,1,4,4,5,4,6,4,4,6,1,2,42,25,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,597,217,4.18,1.52
432,447,Centric,Chatgpt,,,,3,5,6,5,5,5,5,5,5,1,1,1,,,3,2,2,,,1,,,5,5,5,5,5,5,5,5,5,1,57,62,62,61,53,56,58,56,63,67,31,22,15,31,18,17,13,12,14,28,5,6,5,6,6,6,6,5,5,3,3,3,3,3,2,3,3,7,,,,,1,1,1,,3,6,6,5,6,6,6,6,5,1,2,35,10,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,595,201,4.17,1.41
433,2040,chatgpt,,,,,4,5,2,4,5,6,6,6,5,,,,1,,3,3,3,,,1,,,5,5,5,4,6,5,6,6,5,1,94,23,34,68,40,76,51,50,82,52,0,0,0,0,0,0,0,0,0,0,6,5,5,4,5,5,4,5,4,1,2,2,2,2,3,2,4,7,,1,1,,,,1,,3,6,5,4,6,5,5,5,5,1,1,48,20,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,570,0,3.99,0
434,348,ChatGPT,,,,,2,3,1,4,5,6,7,6,6,1,1,1,1,,1,1,3,,,,1,,6,5,5,6,6,6,6,7,6,1,85,41,51,79,24,33,79,42,81,47,0,0,18,0,0,0,0,0,0,0,6,6,5,5,6,5,5,4,4,2,1,1,2,2,3,1,2,7,,1,,,1,1,,,2,5,6,5,5,7,7,6,6,1,2,39,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,562,18,3.93,0.13
435,293,ChatGPT,CopyAI,,,,3,3,2,4,2,3,3,3,4,1,,,,,1,1,3,1,1,1,,,4,5,5,5,5,5,4,3,4,1,64,11,53,15,31,45,26,40,63,59,80,25,18,25,38,19,34,13,43,20,4,3,5,5,4,5,5,4,4,4,4,5,4,3,4,5,5,7,1,1,,1,,,,,4,4,5,4,5,4,4,4,5,1,2,38,20,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,407,315,2.85,2.21
436,492,chatbot,,,,,3,4,5,5,5,5,5,5,4,1,,,,,2,1,3,,,1,,,5,6,6,2,4,6,5,6,6,1,68,72,49,65,51,64,50,48,65,52,21,22,61,24,23,22,21,8,6,4,6,6,4,6,5,5,6,6,5,4,4,3,4,4,6,4,4,7,,1,,1,,1,,,1,4,4,4,4,5,5,5,5,1,2,24,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,584,212,4.09,1.48
437,577,chatgpt,gemini,claudi.ai,cody,,2,5,6,4,6,6,7,6,7,1,1,1,1,,1,1,2,,,1,,,3,5,5,6,6,6,6,7,7,1,93,88,89,100,33,44,67,84,72,14,1,0,0,0,0,0,0,0,0,0,6,7,7,5,5,5,6,6,5,2,2,2,2,1,3,3,3,7,1,,1,1,1,1,,,1,6,4,4,5,6,5,4,5,5,1,36,11,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,684,1,4.79,0.01
438,319,ChatGPT,,,,,2,5,2,4,5,5,5,5,5,1,,1,1,,1,1,3,,,1,,,5,4,5,4,6,6,6,6,6,1,88,86,90,89,84,83,83,83,83,83,0,0,0,0,0,0,0,0,0,0,5,5,5,4,4,5,5,5,4,2,1,1,2,2,4,1,2,7,,,,1,1,1,,,1,6,5,5,5,6,5,5,5,1,1,41,17,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,852,0,5.96,0
439,209,ChatGPT,Copilot,,,,2,3,2,5,5,5,5,5,5,1,1,1,1,,1,2,3,,,1,,,3,3,4,3,5,5,5,5,5,1,67,47,26,62,11,8,16,17,26,32,11,9,6,4,5,4,6,7,7,6,6,5,3,5,4,5,5,5,5,3,3,3,3,5,3,3,4,7,1,1,,,1,,,,3,5,5,5,6,5,6,6,6,1,2,41,17,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,312,65,2.18,0.46
440,424,Chat-GPT,,,,,4,5,5,5,5,4,6,4,5,1,1,,,,3,2,3,,,1,,,3,3,4,1,5,5,5,5,4,1,43,14,9,12,9,7,30,28,76,40,10,7,4,1,3,17,1,1,1,1,5,5,5,6,5,6,6,4,5,3,2,3,3,3,3,2,3,7,,1,,,,1,,,2,6,6,6,6,6,5,6,5,1,2,19,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,268,46,1.88,0.32
441,447,chat gpt,,,,,2,3,3,3,4,5,6,5,5,,1,,,,1,1,3,,1,,,,6,6,6,7,6,7,6,6,5,1,66,39,30,70,21,56,40,39,75,50,4,0,0,0,0,20,0,0,0,0,6,6,7,6,5,5,5,5,5,2,2,4,1,2,3,2,3,7,,1,,,,,,,1,6,7,5,6,5,6,6,6,1,2,53,36,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,486,24,3.4,0.17
442,336,Chat GPT,Copilot,,,,2,6,2,4,5,7,7,7,7,1,,,1,,1,2,1,,,1,,,7,2,5,2,7,7,6,6,6,1,64,26,46,75,47,65,85,56,85,78,14,22,38,12,20,21,20,16,16,16,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,7,,1,,,1,1,,,1,5,6,6,6,5,3,5,4,1,1,32,7,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,627,195,4.39,1.37
443,409,chatgpt,copilot,,,,6,6,6,5,6,6,6,6,7,,1,,,,1,2,3,,1,1,,,6,6,6,6,5,6,5,5,5,1,81,78,69,79,68,54,67,73,65,71,33,29,24,31,37,41,38,48,34,40,6,5,5,6,5,5,6,5,6,5,3,5,5,3,6,5,6,7,,1,,,1,1,,,3,5,5,7,6,6,6,6,5,1,1,28,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,705,355,4.94,2.49
444,263,Chat GPT,,,,,2,3,3,2,3,5,5,5,5,,,,,1,3,3,3,,,1,,,3,3,3,4,5,5,4,5,4,1,63,68,60,64,45,66,69,67,74,67,31,31,43,28,17,16,34,30,33,18,5,6,6,5,5,6,5,5,5,4,4,3,5,4,4,3,5,7,1,,,,,1,,,5,3,2,3,4,6,6,4,6,1,1,39,20,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,643,281,4.5,1.97
445,413,ChatGPT,,,,,4,4,4,4,4,6,6,6,6,1,1,,1,,1,1,3,,,1,,,4,4,4,4,6,6,6,6,6,1,60,60,50,74,54,0,82,52,34,10,0,0,0,0,0,10,0,0,0,0,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,4,7,,,,,,1,,,3,5,5,5,5,6,6,6,6,1,1,22,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,476,10,3.33,0.07
446,444,Chat GBT ,,,,,2,2,2,4,4,5,5,4,5,1,,1,1,,3,3,1,,,1,,,3,3,3,2,5,5,5,5,5,1,75,20,20,40,9,40,59,21,21,3,2,1,1,2,2,1,1,13,1,1,4,5,5,3,5,3,3,5,3,2,2,2,2,2,3,2,2,7,,,,1,,,,,3,5,5,5,6,6,5,5,5,1,1,24,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,308,25,2.16,0.18
447,612,ChatGPT,,,,,4,3,4,3,3,5,5,5,5,1,1,1,1,,3,2,3,,,1,,,3,3,5,2,5,6,5,6,6,1,74,33,29,62,34,62,53,46,53,49,0,1,1,0,1,1,1,0,0,0,5,5,5,4,5,6,6,6,5,2,2,2,3,2,3,2,4,7,,,,,1,1,,,4,5,5,5,5,5,5,5,5,1,1,48,30,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,495,5,3.47,0.04
448,850,Chat GPT 4,Gemini ,Co-pilot,,,4,4,5,4,4,6,6,6,6,1,1,1,1,,3,2,2,1,1,1,,,2,3,3,4,7,7,6,7,6,1,80,60,15,40,10,70,66,50,55,72,0,0,8,0,0,0,0,0,0,0,4,5,4,5,5,5,5,5,5,1,2,1,2,1,1,1,4,7,,1,,,1,1,,,1,5,5,5,5,5,4,4,5,1,1,40,16,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,518,8,3.63,0.06
449,405,Chat gpt,,,,,5,5,5,5,5,6,5,6,6,,,,1,,1,2,1,,,,1,,5,5,5,5,5,5,5,5,5,1,76,76,50,71,50,39,40,39,50,50,1,1,20,1,1,1,3,2,1,1,6,6,6,6,6,6,6,6,6,3,5,2,5,2,2,4,3,7,,,,,,1,,,7,4,4,4,6,5,6,6,6,1,1,26,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,541,32,3.79,0.22
450,696,Chat GP,,,,,3,5,2,4,2,5,6,5,6,,,,1,,1,2,3,,,1,,,5,4,4,5,6,6,6,6,6,1,83,79,39,77,61,81,80,60,61,58,21,2,5,21,1,41,5,59,26,0,4,6,5,4,6,4,5,5,5,2,1,2,2,2,4,1,4,7,,,,,1,,,,3,6,6,6,6,7,4,4,4,1,2,40,23,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,679,181,4.75,1.27
